	word	occurences
17249	Gibbons	2
17250	2.68	2
17251	Gideon	2
17252	forcefully	2
17253	sunrise	2
17254	forgive	2
17255	suntan	2
17256	G.D.	2
17257	Fitch	2
17258	four-star	2
17259	Fitzgerald	2
17260	Fixx	2
17261	2.82	2
17262	Flashdance	2
17263	surround	2
17264	surrogate	2
17265	surreptitiously	2
17266	four-page	2
17267	Floyd	2
17268	fountains	2
17269	FmHA	2
17270	Fogg	2
17271	Foote	2
17272	59.3	2
17273	fountain	2
17274	Forces	2
17275	59-year-old	2
17276	surpassed	2
17277	226.3	2
17278	59.5	2
17279	Firm	2
17280	Firestone	2
17281	Festival	2
17282	swallowing	2
17283	Feeling	2
17284	swallow	2
17285	Feldman	2
17286	fragment	2
17287	Felten	2
17288	Feng-hsiung	2
17289	Ferembal	2
17290	Ferrer	2
17291	Fewer	2
17292	224.1	2
17293	Fiechter	2
17294	fractured	2
17295	Figuring	2
17296	59.9	2
17297	fractional	2
17298	foyer	2
17299	Finks	2
17300	Finmeccanica	2
17301	Fiorello	2
17302	incoming	2
17303	Forget	2
17304	surges	2
17305	Fulham	2
17306	Frequent	2
17307	formulating	2
17308	Freudenberger	2
17309	formality	2
17310	forked	2
17311	forgot	2
17312	supervise	2
17313	superpremiums	2
17314	Fueling	2
17315	forgo	2
17316	585	2
17317	Fundamental	2
17318	2.74	2
17319	forgiving	2
17320	superintendent	2
17321	superimposed	2
17322	superficial	2
17323	Furuta	2
17324	Future	2
17325	G-7	2
17326	Freon	2
17327	Fremont	2
17328	Form	2
17329	Foxmoor	2
17330	Formally	2
17331	Fortney	2
17332	incompatible	2
17333	foul-mouthed	2
17334	Fossey	2
17335	supreme	2
17336	Founders	2
17337	suppression	2
17338	Fourth	2
17339	Frabotta	2
17340	incorporate	2
17341	Frances	2
17342	Franciscans	2
17343	589	2
17344	Francoise	2
17345	inconsistencies	2
17346	Fredric	2
17347	inconsistent	2
17348	Freeze	2
17349	inconvenience	2
17350	Goldston	2
17351	subjective	2
17352	Golf	2
17353	Handicapped	2
17354	stop-payment	2
17355	stop-motion	2
17356	fodder	2
17357	stop-gap	2
17358	Harvey	2
17359	Haskayne	2
17360	23.7	2
17361	stonemason	2
17362	Hauptman	2
17363	stomachs	2
17364	stomach	2
17365	Haussmann	2
17366	Hawke	2
17367	Hawkins	2
17368	stockpile	2
17369	stockholdings	2
17370	Hawley	2
17371	Hawthorne	2
17372	Hays	2
17373	inexorable	2
17374	stock-trading	2
17375	Hartwell	2
17376	stoppage	2
17377	inequality	2
17378	Harland	2
17379	Hannifin	2
17380	inefficiency	2
17381	Hansen	2
17382	Harcourt	2
17383	stranded	2
17384	Hardee	2
17385	Hardiman	2
17386	Hardis	2
17387	straighten	2
17388	storytelling	2
17389	Jesperson	2
17390	Harley	2
17391	Harpener	2
17392	Harrington	2
17393	fog	2
17394	ineptitude	2
17395	Hart-Scott	2
17396	Hartley	2
17397	Hartnett	2
17398	stopper	2
17399	stock-repurchase	2
17400	Heard	2
17401	Hearings	2
17402	Hesse	2
17403	Henley	2
17404	Henri	2
17405	Herman	2
17406	stewed	2
17407	Hermitage	2
17408	flunk	2
17409	sterilized	2
17410	sterile	2
17411	Hersly	2
17412	Hewlett	2
17413	Hemming	2
17414	Heyman	2
17415	Hickey	2
17416	fluke	2
17417	Higgins	2
17418	Hildebrandt	2
17419	Hilger	2
17420	Hillary	2
17421	Himebaugh	2
17422	Himont	2
17423	fly-by-night	2
17424	Hemisphere	2
17425	Heart	2
17426	Heileman	2
17427	Heat	2
17428	Heathrow	2
17429	Heating	2
17430	stirs	2
17431	stirrings	2
17432	Hefner	2
17433	inexorably	2
17434	stipulated	2
17435	stint	2
17436	stimuli	2
17437	stiffest	2
17438	Heinz	2
17439	stimulation	2
17440	Hello	2
17441	HelmsleySpear	2
17442	Help	2
17443	Helpern	2
17444	focal	2
17445	stifling	2
17446	Hemingway	2
17447	Hanifen	2
17448	1.84	2
17449	1.83	2
17450	Hammerstein	2
17451	Grannies	2
17452	Grano	2
17453	Grantor	2
17454	individually	2
17455	Granville	2
17456	stubborn	2
17457	stub	2
17458	Grauer	2
17459	indomitable	2
17460	Greenery	2
17461	fooling	2
17462	foodstuffs	2
17463	Grenada	2
17464	Gressette	2
17465	Grieco	2
17466	Griffin	2
17467	inducement	2
17468	Grohl	2
17469	Grounds	2
17470	strong-willed	2
17471	inducing	2
17472	Gramm-Rudman-Hollings	2
17473	individual-investor	2
17474	2.66	2
17475	stylistic	2
17476	Goliaths	2
17477	Gollust	2
17478	Golomb	2
17479	subcontractor	2
17480	subcontract	2
17481	footnote	2
17482	subcommittees	2
17483	indictments	2
17484	Goodfellow	2
17485	57.7	2
17486	Graedel	2
17487	Gorillas	2
17488	sturdy	2
17489	indifferent	2
17490	stunt	2
17491	Got	2
17492	stung	2
17493	Gotta	2
17494	Gourlay	2
17495	Governors	2
17496	indulging	2
17497	Grover	2
17498	Growing	2
17499	Hagen	2
17500	HOT	2
17501	HOUSE	2
17502	Haag	2
17503	streptokinase	2
17504	strenuously	2
17505	Haberle	2
17506	strengthens	2
17507	Hadson	2
17508	Hafer	2
17509	Haile	2
17510	stressful	2
17511	Haines	2
17512	street-corner	2
17513	Hal	2
17514	industry-specific	2
17515	Hallett	2
17516	Hallingby	2
17517	follow-on	2
17518	Hambros	2
17519	Hammerschmidt	2
17520	HOLIDAY	2
17521	HIAA	2
17522	industrialist	2
17523	23.4	2
17524	stripping	2
17525	Grupo	2
17526	stripes	2
17527	Guangdong	2
17528	57.5	2
17529	Guber\/Peters	2
17530	Guenter	2
17531	industrialists	2
17532	food-importing	2
17533	Guillermo	2
17534	HEI	2
17535	Gumbel	2
17536	strife	2
17537	Gumucio	2
17538	folly	2
17539	Guttman	2
17540	23.625	2
17541	HASTINGS	2
17542	industry-government	2
17543	HEALTH	2
17544	Jerritts	2
17545	Katherine	2
17546	Jesse	2
17547	Meat	2
17548	Median	2
17549	servants	2
17550	seriousness	2
17551	Mediobanca	2
17552	11.60	2
17553	11.625	2
17554	Mediterranean	2
17555	sergeant	2
17556	Medstone	2
17557	sequester	2
17558	sequence	2
17559	sequels	2
17560	Meeting	2
17561	Megargel	2
17562	Mehrens	2
17563	separated	2
17564	Mehta	2
17565	sentiments	2
17566	Mel	2
17567	Meltzer	2
17568	Melvyn	2
17569	Medco	2
17570	Meantime	2
17571	Mendes	2
17572	service-center	2
17573	interestrate	2
17574	seven-year-old	2
17575	McChesney	2
17576	2.44	2
17577	11.38	2
17578	McElroy	2
17579	McEnaney	2
17580	McFadden	2
17581	McFall	2
17582	McGrath	2
17583	McGuigan	2
17584	McInnes	2
17585	McKenna	2
17586	faked	2
17587	interfering	2
17588	McNair	2
17589	11.53	2
17590	McNamara	2
17591	McNealy	2
17592	11.57	2
17593	Me	2
17594	Mencken	2
17595	Menell	2
17596	Minella	2
17597	intermediate-term	2
17598	50.9	2
17599	Michele	2
17600	Micronic	2
17601	Microwave	2
17602	Midway	2
17603	Mignanelli	2
17604	110,000	2
17605	self-sufficient	2
17606	self-serving	2
17607	self-regulatory	2
17608	self-proclaimed	2
17609	Mile	2
17610	self-imposed	2
17611	self-esteem	2
17612	Milgrim	2
17613	self-conscious	2
17614	self-aggrandizing	2
17615	self	2
17616	intermittent	2
17617	Milk	2
17618	Mill	2
17619	semi-annually	2
17620	Mexico-United	2
17621	Menem	2
17622	Mexicans	2
17623	sensory	2
17624	sensitivity	2
17625	Mentor	2
17626	Menuhin	2
17627	sensibility	2
17628	Merchant	2
17629	sensationalism	2
17630	Merchants	2
17631	Merger	2
17632	interleukin-4	2
17633	Meritor	2
17634	Merritt	2
17635	Mesnil	2
17636	intermediaries	2
17637	senders	2
17638	Messinger	2
17639	Metallgesellschaft	2
17640	senate	2
17641	Methodist	2
17642	Mexicana	2
17643	Mexicanos	2
17644	sever	2
17645	severable	2
17646	25.3	2
17647	Malaysian	2
17648	fascist	2
17649	Mallinckrodt	2
17650	farming	2
17651	farm-trade	2
17652	Managing	2
17653	Manchester	2
17654	Mandela	2
17655	Manfred	2
17656	shining	2
17657	shine	2
17658	509	2
17659	Manion	2
17660	Mankiewicz	2
17661	508-point	2
17662	shielded	2
17663	Manzanec	2
17664	MarCor	2
17665	507	2
17666	shelved	2
17667	Marchand	2
17668	Marcia	2
17669	fashioned	2
17670	Making	2
17671	fallback	2
17672	fashions	2
17673	10:40	2
17674	MX	2
17675	MacMillan	2
17676	Mace	2
17677	Machinery	2
17678	shopper	2
17679	shopped	2
17680	shopkeeper	2
17681	Macon	2
17682	shoots	2
17683	MacroChem	2
17684	Magnascreen	2
17685	shoo-in	2
17686	shoestring	2
17687	fast-moving	2
17688	Mahe	2
17689	Mahmoud	2
17690	Mahoney	2
17691	Mahran	2
17692	intellectually	2
17693	Mainstream	2
17694	Marcoses	2
17695	shelled	2
17696	Margin	2
17697	farm-product	2
17698	Masterson	2
17699	famine	2
17700	interactive	2
17701	Matanky	2
17702	Matchett	2
17703	Matra	2
17704	family-run	2
17705	family-owned	2
17706	Maughan	2
17707	shake-up	2
17708	Maui	2
17709	Maurer	2
17710	shadows	2
17711	faltering	2
17712	Maxima	2
17713	falsify	2
17714	Mazowiecki	2
17715	sewers	2
17716	McAllen	2
17717	McAuley	2
17718	severed	2
17719	fanciful	2
17720	Masket	2
17721	Masaki-Schatz	2
17722	Maronites	2
17723	farce	2
17724	far-left	2
17725	far-flung	2
17726	sheepskin	2
17727	sheep	2
17728	fantastic	2
17729	Markus	2
17730	fantasize	2
17731	Marmalstein	2
17732	sharpen	2
17733	Masahiro	2
17734	sharks	2
17735	Married	2
17736	11.04	2
17737	Marsam	2
17738	11.1	2
17739	shareholder-rights	2
17740	Marston	2
17741	intentional	2
17742	sharecroppers	2
17743	Milpitas	2
17744	Minera	2
17745	MPD	2
17746	Nausea	2
17747	scenic	2
17748	exporting	2
17749	scenery	2
17750	export-oriented	2
17751	introduces	2
17752	Needless	2
17753	scavengers	2
17754	Needs	2
17755	scathing	2
17756	Negas	2
17757	Negative	2
17758	scares	2
17759	Nellcor	2
17760	Nemeth	2
17761	exploits	2
17762	Networks	2
17763	Newcomb	2
17764	Newell	2
17765	exploiting	2
17766	Newly	2
17767	introductions	2
17768	Naval	2
17769	Natwest	2
17770	Newsom	2
17771	intrinsic	2
17772	Nacional	2
17773	Nagano	2
17774	scoops	2
17775	scoop	2
17776	Nagoya	2
17777	Nagymaros	2
17778	extensions	2
17779	Nakamura	2
17780	sciences	2
17781	Name-dropping	2
17782	Namib	2
17783	schoolchildren	2
17784	school-board	2
17785	Namibian	2
17786	Napa	2
17787	Naples	2
17788	expresses	2
17789	schizophrenic	2
17790	schizophrenia	2
17791	Nation	2
17792	5.91	2
17793	5.80	2
17794	Newspaper	2
17795	Minh	2
17796	satirical	2
17797	Norske	2
17798	Nortek	2
17799	Northampton	2
17800	Norwalk	2
17801	sanitary	2
17802	Norwegians	2
17803	Norwitz	2
17804	Notice	2
17805	expiring	2
17806	sands	2
17807	5.66	2
17808	invasion	2
17809	Novato	2
17810	samurai	2
17811	Novello	2
17812	sampled	2
17813	5.64	2
17814	same-store	2
17815	Nowak	2
17816	salvo	2
17817	Nowhere	2
17818	satire	2
17819	Normally	2
17820	scaling	2
17821	Norberto	2
17822	exploding	2
17823	Newsprint	2
17824	Nicastro	2
17825	intrusive	2
17826	Nicole	2
17827	Nightline	2
17828	Nike	2
17829	savviest	2
17830	savings-type	2
17831	Niles	2
17832	explicitly	2
17833	explanatory	2
17834	Nipponese	2
17835	Nishiki	2
17836	Nob	2
17837	sauce	2
17838	saturated	2
17839	Nobuyuki	2
17840	Nokia	2
17841	Nolan	2
17842	Nonsense	2
17843	NTT	2
17844	NTG	2
17845	NORTHERN	2
17846	interpreter	2
17847	interpreting	2
17848	securities-law	2
17849	interrogated	2
17850	securely	2
17851	Monterrey	2
17852	Monthly	2
17853	facade	2
17854	Montreal-based	2
17855	Montvale	2
17856	50.7	2
17857	Moonies	2
17858	interrupting	2
17859	secretive	2
17860	secretary-general	2
17861	50.50	2
17862	interruption	2
17863	Morocco	2
17864	Morrow	2
17865	interspersed	2
17866	second-story	2
17867	fabrics	2
17868	Monitor	2
17869	seduce	2
17870	scotch	2
17871	112.9	2
17872	Minimum	2
17873	internally	2
17874	2.42	2
17875	Miranda	2
17876	Mirror	2
17877	segregation	2
17878	faction	2
17879	internment	2
17880	25.5	2
17881	Mist	2
17882	Mitsuoka	2
17883	Mitsuru	2
17884	Mix	2
17885	25.50	2
17886	111.48	2
17887	25.6	2
17888	Molokai	2
17889	112.5	2
17890	50.875	2
17891	Mondays	2
17892	Monetta	2
17893	Moscom	2
17894	second-half	2
17895	second-consecutive	2
17896	second-biggest	2
17897	Muslims	2
17898	screws	2
17899	screwed	2
17900	interviewer	2
17901	screenplay	2
17902	extracting	2
17903	N.J.-based	2
17904	N.M	2
17905	intimacy	2
17906	screamed	2
17907	NBC-TV	2
17908	NCR	2
17909	scrapping	2
17910	intimately	2
17911	scrape	2
17912	NHTSA	2
17913	intimidating	2
17914	extorting	2
17915	extort	2
17916	scout	2
17917	scourge	2
17918	extradition	2
17919	scrubbers	2
17920	Murasawa	2
17921	Mothers	2
17922	117	2
17923	Moshe	2
17924	Moslem	2
17925	fabrications	2
17926	Moss	2
17927	Mossman	2
17928	Mostly	2
17929	intervals	2
17930	Mother	2
17931	seas	2
17932	extremes	2
17933	Mr	2
17934	5.99	2
17935	eyebrow	2
17936	seafood	2
17937	seaborne	2
17938	Munich	2
17939	Munich-based	2
17940	Murakami	2
17941	sculpture	2
17942	fastener	2
17943	short-range	2
17944	specialization	2
17945	fireball	2
17946	Kirschner	2
17947	fingerprint	2
17948	237,960,000	2
17949	social-studies	2
17950	Kleinaitis	2
17951	Kleinman	2
17952	sobering	2
17953	Kligman	2
17954	Kluge	2
17955	Knowledgeable	2
17956	Known	2
17957	soaking	2
17958	Knoxville	2
17959	Knudsen	2
17960	Kobayashi	2
17961	snubbing	2
17962	Kochan	2
17963	snorts	2
17964	snooping	2
17965	Kodansha	2
17966	sniffed	2
17967	Kirkpatrick	2
17968	socioeconomic	2
17969	insignificant	2
17970	Kirgizia	2
17971	Kendrick	2
17972	Kenji	2
17973	234	2
17974	firing	2
17975	insert	2
17976	Kerlone	2
17977	fireworks	2
17978	solace	2
17979	Kessler	2
17980	Ketchum	2
17981	inserts	2
17982	Key	2
17983	Keynesian	2
17984	softened	2
17985	518	2
17986	soft-spoken	2
17987	Kiep	2
17988	Kilpatrick	2
17989	Kingsbridge	2
17990	sociology	2
17991	sociologists	2
17992	insights	2
17993	Komatsu	2
17994	LTCB	2
17995	Kryuchkov	2
17996	fill-or-kill	2
17997	Kuhns	2
17998	Kummerfeld	2
17999	slum	2
18000	Kurland	2
18001	Kurnit	2
18002	sludge	2
18003	Kushkin	2
18004	Kwek	2
18005	Kyodo	2
18006	Kyoto	2
18007	filibuster	2
18008	LA	2
18009	slow-growing	2
18010	100.2	2
18011	LAWYERS	2
18012	LDC	2
18013	LIMITED	2
18014	LJN	2
18015	LLerena	2
18016	slips	2
18017	slums	2
18018	Krysalis	2
18019	515	2
18020	small-scale	2
18021	Kong-dollar	2
18022	snack	2
18023	smuggling	2
18024	Koppel	2
18025	smoldering	2
18026	Kosovo	2
18027	Kramer	2
18028	Krampe	2
18029	smiles	2
18030	smiled	2
18031	smelter	2
18032	filmed	2
18033	smattering	2
18034	smashing	2
18035	smash	2
18036	smarter	2
18037	Kristol	2
18038	inspecting	2
18039	smaller-than-expected	2
18040	100-Share	2
18041	Krutchensky	2
18042	Kellwood	2
18043	inquiring	2
18044	solicitous	2
18045	Jos.	2
18046	52.9	2
18047	injected	2
18048	Jovanovich	2
18049	spaces	2
18050	fiveyear	2
18051	space-science	2
18052	space-based	2
18053	space-age	2
18054	52.7	2
18055	Juan	2
18056	five-year-old	2
18057	sow	2
18058	soviets	2
18059	52.2	2
18060	souvenir	2
18061	injections	2
18062	southeastern	2
18063	souring	2
18064	soured	2
18065	five-day	2
18066	five-cylinder	2
18067	spans	2
18068	Joni	2
18069	inquired	2
18070	spares	2
18071	Jessica	2
18072	fizzled	2
18073	Jiang	2
18074	10.37	2
18075	spearheaded	2
18076	fixtures	2
18077	Joachim	2
18078	Joann	2
18079	Joanne	2
18080	Jobson	2
18081	525,000	2
18082	spawn	2
18083	Johnnie	2
18084	Johnny	2
18085	sparsely	2
18086	sparks	2
18087	sparkling	2
18088	525	2
18089	inject	2
18090	522	2
18091	sparingly	2
18092	Julia	2
18093	souped-up	2
18094	231	2
18095	soundtrack	2
18096	Kaplan	2
18097	10.59	2
18098	Karns	2
18099	Karstadt	2
18100	Kass	2
18101	10.625	2
18102	Federalist	2
18103	Kathie	2
18104	Kathleen	2
18105	solvency	2
18106	innovations	2
18107	Kato	2
18108	Kawasaki-Rikuso	2
18109	232	2
18110	232.3	2
18111	soloist	2
18112	Kegler	2
18113	Keidanren	2
18114	solidify	2
18115	solidarity	2
18116	solid-waste	2
18117	Kamm	2
18118	Kalmus	2
18119	Kalipharma	2
18120	first-three	2
18121	soundness	2
18122	sounding	2
18123	231-191	2
18124	Junius	2
18125	Junkins	2
18126	10.48	2
18127	Justin	2
18128	KLM	2
18129	first-year	2
18130	sorely	2
18131	innocents	2
18132	sore	2
18133	innings	2
18134	Kadane	2
18135	soot	2
18136	Kaddurah-Daouk	2
18137	innocence	2
18138	Kahn	2
18139	Kaifu	2
18140	first-home	2
18141	LME	2
18142	slippage	2
18143	short-sellers	2
18144	Livestock	2
18145	fellows	2
18146	Lizhi	2
18147	silence	2
18148	51.50	2
18149	insulating	2
18150	Lockerbie	2
18151	Lodge	2
18152	Loewi	2
18153	244,000	2
18154	insulins	2
18155	Lombard	2
18156	insult	2
18157	51.3	2
18158	Long-Term	2
18159	Longmont	2
18160	Lopez	2
18161	sighs	2
18162	Lorain	2
18163	Lords	2
18164	Lorimar	2
18165	51-year-old	2
18166	Living	2
18167	silver-haired	2
18168	sidestep	2
18169	insulate	2
18170	Likely	2
18171	Limit	2
18172	102.625	2
18173	singing	2
18174	felons	2
18175	Lincoln-Mercury	2
18176	Linh	2
18177	Litchfield	2
18178	insubordination	2
18179	simulates	2
18180	simulate	2
18181	103,000	2
18182	simplifying	2
18183	Littleboy	2
18184	simplicity	2
18185	Litton	2
18186	Litvinchuk	2
18187	simmering	2
18188	felon	2
18189	Live	2
18190	similarities	2
18191	Loss	2
18192	feedlot	2
18193	La.	2
18194	Luthringshausen	2
18195	Lyneses	2
18196	Lynford	2
18197	108.4	2
18198	fauna	2
18199	show-biz	2
18200	faulty	2
18201	shove	2
18202	shouts	2
18203	M-Whatever	2
18204	M.A.	2
18205	shout	2
18206	M.B.A.	2
18207	109.85	2
18208	shortsighted	2
18209	father-in-law	2
18210	MBA	2
18211	shorter-term	2
18212	MEDICINE	2
18213	MMS	2
18214	integrating	2
18215	MORE	2
18216	Lutz	2
18217	feasibility	2
18218	insurance-company	2
18219	Lupel	2
18220	sidelined	2
18221	Louis-Dreyfus	2
18222	sided	2
18223	107.9	2
18224	feeble	2
18225	Louise	2
18226	Lourie	2
18227	Love	2
18228	shuts	2
18229	51-48	2
18230	Lubar	2
18231	Luber	2
18232	shunning	2
18233	shunned	2
18234	shrubs	2
18235	shrinks	2
18236	Lublin	2
18237	Lucas	2
18238	Lucio	2
18239	feckless	2
18240	feats	2
18241	feminists	2
18242	fennel	2
18243	fenugreek	2
18244	Laser	2
18245	Latour	2
18246	fielding	2
18247	skyward	2
18248	skyscraper	2
18249	Laurie	2
18250	Lavery	2
18251	Lavoro	2
18252	skis	2
18253	Lawrenceville	2
18254	skipping	2
18255	skipper	2
18256	skipped	2
18257	51.75	2
18258	skin-care	2
18259	Lawsuits	2
18260	LeBaron	2
18261	LeGere	2
18262	fickle	2
18263	Lead	2
18264	Lease	2
18265	Leasing	2
18266	51.9	2
18267	slapped	2
18268	Lieb	2
18269	slaps	2
18270	LaFalce	2
18271	slime	2
18272	LaGuardia	2
18273	LaLonde	2
18274	slightest	2
18275	LaMothe	2
18276	inspirational	2
18277	slides	2
18278	24.25	2
18279	Lack	2
18280	Lackey	2
18281	inspiring	2
18282	slept	2
18283	sleepy	2
18284	fighters	2
18285	fighter-plane	2
18286	slats	2
18287	Lancet	2
18288	Landesbank	2
18289	Lantos	2
18290	Largely	2
18291	Leave	2
18292	Lebanese	2
18293	skewed	2
18294	Lecheria	2
18295	Less	2
18296	sipped	2
18297	Lester	2
18298	fetus	2
18299	sinking-fund	2
18300	Levi	2
18301	fetching	2
18302	sinister	2
18303	Levinson	2
18304	singling	2
18305	festivities	2
18306	single-premium	2
18307	single-issue	2
18308	fertility	2
18309	ferociously	2
18310	single-digit	2
18311	instruction-set	2
18312	single-B-minus	2
18313	single-B-2	2
18314	single-B-1	2
18315	Liddle	2
18316	institutes	2
18317	sitcom	2
18318	Leonid	2
18319	51.6	2
18320	sketch	2
18321	Led	2
18322	fiasco	2
18323	Lefcourt	2
18324	sizes	2
18325	101.4	2
18326	instinctive	2
18327	sixfold	2
18328	feud	2
18329	Leigh	2
18330	Leona	2
18331	six-inch	2
18332	six-foot	2
18333	six-day	2
18334	six-cent	2
18335	Leinonen	2
18336	Leisure	2
18337	102.1	2
18338	situated	2
18339	Leming	2
18340	swamp	2
18341	Ethiopian	2
18342	592	2
18343	BMP	2
18344	home-state	2
18345	BANK	2
18346	BBDO	2
18347	vertically	2
18348	BCE	2
18349	20s	2
18350	BK	2
18351	verify	2
18352	verification	2
18353	verifiable	2
18354	BMP-1	2
18355	Baa2	2
18356	BMW	2
18357	verbatim	2
18358	BP	2
18359	veracity	2
18360	hail	2
18361	hackles	2
18362	1,859	2
18363	BTR	2
18364	gyrating	2
18365	vengeance	2
18366	B.J.	2
18367	vests	2
18368	B-3	2
18369	B-1B	2
18370	videocassettes	2
18371	Auditors	2
18372	645,000	2
18373	644	2
18374	victorious	2
18375	Austria	2
18376	victor	2
18377	Austrian	2
18378	Automax	2
18379	Autry	2
18380	viciously	2
18381	Avalon	2
18382	Avdel	2
18383	vicars	2
18384	Avedisian	2
18385	Aviacion	2
18386	Aviv	2
18387	1,700	2
18388	vetoes	2
18389	Axe	2
18390	home-run	2
18391	Baa-2	2
18392	Babe	2
18393	American-built	2
18394	validity	2
18395	gulf	2
18396	Banana	2
18397	Bandler	2
18398	1-for-10	2
18399	value-added	2
18400	1-to-1	2
18401	valuations	2
18402	Bangkok	2
18403	64-year-old	2
18404	valley	2
18405	Bankshares	2
18406	vendetta	2
18407	vain	2
18408	Barabba	2
18409	vaginal	2
18410	vagaries	2
18411	Barbra	2
18412	vaccines	2
18413	Bard\/EMS	2
18414	vacationing	2
18415	Barely	2
18416	Bargain	2
18417	vanish	2
18418	vanished	2
18419	Ballot	2
18420	variable	2
18421	guts	2
18422	velocity	2
18423	Bach	2
18424	Bachman	2
18425	Bachmann	2
18426	Bacillus	2
18427	vector	2
18428	vaunted	2
18429	gut-wrenching	2
18430	Bad	2
18431	gurus	2
18432	hometown	2
18433	Bailit	2
18434	gunship	2
18435	64.9	2
18436	varies	2
18437	Bakes	2
18438	gunned	2
18439	gunmen	2
18440	Balloon	2
18441	variable-rate	2
18442	AuCoin	2
18443	Attic	2
18444	Attention	2
18445	Anglo-American	2
18446	Analysis	2
18447	hampering	2
18448	Anchorage	2
18449	1,250,000	2
18450	658	2
18451	vomiting	2
18452	voluptuous	2
18453	Andersen	2
18454	Angel	2
18455	hogs	2
18456	volcano	2
18457	Attendants	2
18458	1,365,226	2
18459	halves	2
18460	voir	2
18461	halve	2
18462	Animals	2
18463	2003-2005	2
18464	halting	2
18465	Aoki	2
18466	vogue	2
18467	Apollo	2
18468	hobbling	2
18469	Anaheim	2
18470	66-year-old	2
18471	vowing	2
18472	hands-on	2
18473	Ameritas	2
18474	hitches	2
18475	waits	2
18476	Amfac	2
18477	waiters	2
18478	Amon	2
18479	66.5	2
18480	wagons	2
18481	208.7	2
18482	wage-earning	2
18483	1,250	2
18484	wag	2
18485	waffled	2
18486	waffle	2
18487	wafers	2
18488	hoard	2
18489	hobbled	2
18490	vu	2
18491	Amy	2
18492	vows	2
18493	Apparel	2
18494	Appel	2
18495	Appellate	2
18496	violet	2
18497	half-life	2
18498	65,200	2
18499	Asher	2
18500	Ashtabula	2
18501	Asilone	2
18502	Aslacton	2
18503	hollow	2
18504	vinyl	2
18505	vintages	2
18506	Aspin	2
18507	holy	2
18508	Assemblyman	2
18509	2002	2
18510	Asset-Backed	2
18511	vigor	2
18512	home-building	2
18513	viewpoints	2
18514	648.2	2
18515	half-an-hour	2
18516	viewership	2
18517	home-improvement	2
18518	violently	2
18519	Arps	2
18520	vitally	2
18521	violinist	2
18522	Applebaum	2
18523	holdouts	2
18524	65.2	2
18525	hallmark	2
18526	Arabic	2
18527	Araskog	2
18528	Arbitrage	2
18529	Archer-Daniels-Midland	2
18530	Architects	2
18531	Archive	2
18532	Archives	2
18533	half-time	2
18534	Areas	2
18535	vis	2
18536	holes	2
18537	Argus	2
18538	Arighi	2
18539	Arkoma	2
18540	Aronson	2
18541	Around	2
18542	virgin	2
18543	honorably	2
18544	honoring	2
18545	hood	2
18546	unloaded	2
18547	Bolar	2
18548	hosted	2
18549	unoccupied	2
18550	unobserved	2
18551	unnerved	2
18552	Bolling	2
18553	unnecessarily	2
18554	Bon	2
18555	unmistakable	2
18556	Bonanza	2
18557	63-year-old	2
18558	Blancs	2
18559	Bonfire	2
18560	hosting	2
18561	Booker	2
18562	unleash	2
18563	Boots	2
18564	graying	2
18565	Boris	2
18566	unjustified	2
18567	Borough	2
18568	gravity	2
18569	Bognato	2
18570	unplanned	2
18571	greenhouses	2
18572	Body	2
18573	gripped	2
18574	unresolved	2
18575	grinding	2
18576	Bloedel	2
18577	Blondes	2
18578	unregistered	2
18579	unrecognized	2
18580	unrecognizable	2
18581	Bloomington	2
18582	Blue-chip	2
18583	gridlocked	2
18584	Blumstein	2
18585	greeting	2
18586	63.52	2
18587	Boat	2
18588	Bobar	2
18589	unprofessional	2
18590	unproductive	2
18591	hostage	2
18592	Bockris	2
18593	Bodner	2
18594	Bostian	2
18595	Bostic	2
18596	Bostik	2
18597	Brake	2
18598	unfolds	2
18599	unfolding	2
18600	graph	2
18601	unflattering	2
18602	housed	2
18603	Branford	2
18604	unfettered	2
18605	unfazed	2
18606	grapes	2
18607	Brantford	2
18608	Bravo	2
18609	Brean	2
18610	Brecht	2
18611	Brechtian	2
18612	Breeders	2
18613	unenthusiastic	2
18614	unending	2
18615	grandparents	2
18616	grandmother	2
18617	uneducated	2
18618	Brevetti	2
18619	unforeseen	2
18620	Braintree	2
18621	graveyard	2
18622	grass	2
18623	Bosworth	2
18624	gratuitously	2
18625	united	2
18626	gratuitous	2
18627	hotly	2
18628	Bourbon	2
18629	Bourse	2
18630	grass-roots	2
18631	unintended	2
18632	Bowater	2
18633	Bowing	2
18634	uninformed	2
18635	unimportant	2
18636	unilateral	2
18637	Bowker	2
18638	200,000-share	2
18639	Bowman	2
18640	Box	2
18641	unhinged	2
18642	Boxes	2
18643	Brace	2
18644	unsafe	2
18645	hoses	2
18646	Barrier	2
18647	BellSouth-LIN	2
18648	urgently	2
18649	Beddall	2
18650	Bedford	2
18651	growths	2
18652	urethane	2
18653	hopelessly	2
18654	uranium-mining	2
18655	Belding	2
18656	21,000	2
18657	Belier	2
18658	21-month	2
18659	Blanc	2
18660	Bells	2
18661	21.1	2
18662	Bendectin	2
18663	Bensonhurst	2
18664	Bentsen	2
18665	ups	2
18666	21.125	2
18667	horizons	2
18668	Berger	2
18669	upholstery	2
18670	Beckman	2
18671	630	2
18672	Beaverton	2
18673	grudging	2
18674	Barth	2
18675	Bartlesville	2
18676	utterances	2
